text,predicted class
"Και σ  αυτή τη νέα κρίση είμαστε αντιμέτωποι με το νέο μας νόμισμα - το ευρώ - το οποίο έγινε , βέβαια , δεκτό με μεγάλες επευφημίες από την ιαπωνική αγορά .",3
"συντάκτρια γνωμοδότησης της Επιτροπής Δικαιωμάτων των Γυναικών και Ισότητας των Φύλων . - ( PL ) Κύριε Πρόεδρε , όσον αφορά τη διαδικασία απαλλαγής του προϋπολογισμού του τρέχοντος έτους , θα πρέπει να είμαστε ευχαριστημένοι από την πρόοδο την οποία έχει σημειώσει η Επιτροπή προς την αποτελεσματικότερη αξιοποίηση των κοινοτικών κονδυλίων , ιδίως στον τομέα της κοινής γεωργικής πολιτικής .",3
Πρόκειται για μία από τις πιο θετικές προτάσεις του και είναι ντροπή που η Επιτροπή δε θα στηρίξει τις προσπάθειές του να πετύχει την κατάργηση των επιδοτήσεων για τον καπνό .,3
Μία τραγική πτυχή αυτής της έκθεσης είναι ότι προσπαθούν να προωθήσουν την ανάπτυξη εναλλακτικών ποικιλιών καπνού .,3
"Κύριε Πρόεδρε , κύριε Πρόεδρε του Συμβουλίου , αξιότιμοι κυρίες και κύριοι βουλευτές , πρώτα θα ήθελα να ευχαριστήσω κι εγώ θερμά τον κ . Thomas ως εισηγητή για την έκθεσή του για την τροποποίηση του κανονισμού περί κοινής οργάνωσης αγοράς στον τομέα της μπανάνας .",3
"Κύριε Πρόεδρε , κύριε Επίτροπε , αγαπητοί συνάδελφοι , θα ήθελα με τη σειρά μου να επισημάνω την ποιότητα της εργασίας που επιτέλεσε ο κ . Cunha σε ένα τόσο ευαίσθητο θέμα όπως είναι η μεταρρύθμιση της ΚΑΠ , η οποία μας προτείνεται από την Επιτροπή · η συγκεκριμένη πρόταση , ωστόσο , πρέπει να αλλάξει σημαντικά κατεύθυνση , ώστε να δημιουργήσει ένα πραγματικό μέλλον για το σύνολο των εκμεταλλεύσεων της Ευρωπαϊκής Ένωσης .",3
"Συνεπεία αυτού , η Ένωση εκλήθη να τροποποιήσει αυτό το καθεστώς από το Όργανο Διευθέτησης Διαφορών του Παγκοσμίου Οργανισμού Εμπορίου .",3
Σήμερα αντιμετωπίζουμε την κατάσταση να μεταφέρονται όλο και μικρότερα φορτία με όλο και μεγαλύτερη συχνότητα .,3
"Συγχρόνως μπορώ πολύ εύκολα να φανταστώ ότι μια κοινοτική συμφωνία για έναν διαφορετικό ορισμό των προσφύγων δεν θα ληφθεί ως προσθήκη στη Συνθήκη της Γενεύης , αλλά ως « άδειασμα  του περιεχομένου της Συνθήκης της Γενεύης , ώστε να μπορούμε όλο να αρνούμαστε την είσοδο στα εξωτερικά σύνορα της ΕΕ σε ακόμα περισσότερους ανθρώπους από απ  ό , τι σήμερα ( και με ήσυχη τη συνείδησή μας ) .",3
"Στην έκθεση αυτή το Κοινοβούλιο εκπληρώνει τον παραδοσιακό του ρόλο να βλέπει μπροστά , να είναι ίσως λίγο πιο ριψοκίνδυνο , αλλά να κοιτάζει προς το μέλλον : όπως πράξαμε με την έκθεση Spinelli , η οποία προηγήθηκε της Ενιαίας Πράξης , με την έκθεση Martin , η οποία προηγήθηκε του Μάαστριχτ και με την έκθεση Bourlanges , η οποία προηγήθηκε του Αμστερνταμ .",3
Μπορώ να καταλάβω ότι το Συμβούλιο είναι πιο επιφυλακτικό στο κείμενο που λάβαμε πίσω .,3
"Θα αναφερθώ σε ορισμένα προβλήματα της κλωνοποίησης , ειδικότερα από την άποψη της καλής διαβίωσης . "" κλωνοποίηση επιφέρει σοβαρά προβλήματα υγείας και διαβίωσης στους κλώνους και στις παρένθετες μητέρες , προβλήματα υγείας των ζώων προκύπτουν από τις επεμβατικές τεχνικές που απαιτούνται για την παραγωγή κλώνων .",3
"Με αυτές τις πράξεις αντεκδίκησης , οι Ηνωμένες Πολιτείες , βλάπτουν , όχι μόνον τη φήμη τους , αλλά επίσης το μέλλον της υπερατλαντικής εταιρικής σχέσης .",3
Τώρα βρίσκεται στο τέλος της άσκοπης πολιτικής άσκησης βίας κατά των Κοσοβάρων Αλβανών και θα θελήσει να παρατείνει με όλα τα μέσα την προθεσμία των 15 ημερών .,3
"Κύριε βουλευτή , δεν μπορώ φυσικά να σας προσφέρω ένα τέτοιο χρονοδιάγραμμα , καθότι το Συμβούλιο δεν ασχολείται με το ζήτημα της παύσης της πυρηνικής τεχνολογίας στην Ευρώπη ούτε με το ζήτημα πότε θα παύσει στην Ευρώπη η τεχνική της επανεπεξεργασίας .",3
"Σύμφωνα με αυτά , υποστηρίζω την έγκριση ενός τύπου που να ορίζει αυτά τα ποσοστά .",3
"Και έχουμε εδώ τον συνάδελφο Florenz , ο οποίος λέει σε φιλικό τόνο πως δήθεν το καθιστούμε πιο ήπιο και πως δεν θα ισχύσει πριν το 2020 .",3
"Αναπόφευκτα , οι διαπραγματεύσεις ξεπερνούν το χρονοδιάγραμμα , αλλά σαφώς δεν θα πρέπει να εμπλακούμε σε τέτοιους ελιγμούς που έχουμε δει και στο παρελθόν , με τη μία ή την άλλη πλευρά να επιμηκύνουν σκόπιμα τις διαπραγματεύσεις για υπερβολικά μεγάλο χρονικό διάστημα .",3
"Στηρίζουμε επίσης και την τροπολογία 54 , η οποία λογικά , προβλέπει την μη αναδρομικότητα της δωρεάν επαναχρησιμοποίησης των οχημάτων .",3
"Κατά συνέπεια , η ομάδα μας θα καταψηφίσει μεταξύ άλλων την τροπολογία 29 .",3
"Oι νέες υπηρεσίες προσφέρουν στους πολίτες μας , όχι μόνον αφάνταστες δυνατότητες σε ενημέρωση , επιμόρφωση , ψυχαγωγία και χρήση πολλαπλών υπηρεσιών , αλλά αποτελούν , και για τα κράτη μέλη μας και για τις περιφέρειες , μια πρόκληση , όσον αφορά τη σχολική εκπαίδευση .",3
"Έχουμε ένα πιλοτικό πρόγραμμα , για το πώς μπορεί να υλοποιηθεί η κοινωνία των πληροφοριών στον τομέα της υγείας , και δουλεύουμε πάνω σ  αυτό .",3
"Eίναι δύο χώρες που δεν κατακυριεύθηκαν από τον καπιταλισμό , αλλά ουσιαστικά έχουν μια πολύ παλιά σοσιαλδημοκρατική παράδοση .",3
"Επιτρέψτε μου να επαναλάβω και πάλι ότι , από αυτήν την άποψη , η μείωση των εκπομπών αερίων θερμοκηπίου από τις μεταφορές είναι ένας από τους πρωτεύοντες στόχους της πολιτικής για τα βιοκαύσιμα .",3
"Όπως ανέφερε ένας από τους συναδέλφους μου , μας παρακολουθούν οι πολίτες 27 χωρών .",3
Τα ενδιαφερόμενα μέρη θα πρέπει να γνωρίζουν ότι η φυσική τους κλίση είναι να ανήκουν στην Ευρώπη .,3
"Δείτε μας , όμως , τώρα και τους δύο !",3
"& # 160 ; & # 160 ; Κύριε Πρόεδρε , άκουσα τον κ . Beasley να επαναλαμβάνει τα ξεδιάντροπα επιχειρήματα αυτών που , στην Λετονία και την Εσθονία , παραβιάζουν βάναυσα τα δικαιώματα του μισού σχεδόν πληθυσμού των χωρών αυτών , που γεννήθηκε και εργάστηκε εκεί και μόνο έγκλημα έχει ότι είναι η ρωσικής καταγωγής ή είναι ρωσόφωνος .",3
"Σε μια περίπτωση , κατά τη διάρκεια της Ώρας των Ερωτήσεων προς τον Επίτροπο McCreevy , έλαβα την υπόσχεση ότι δεν θα μεταβαλλόταν η απαίτηση για την παροχή καθολικής υπηρεσίας .",3
"Αυτό θα πρέπει φυσικά να επιτευχθεί σε συνεργασία με τους πολίτες , σεβόμενοι ταυτόχρονα τις διαφορετικές ανάγκες και επιθυμίες που εκφράστηκαν από τα κράτη μέλη σχετικά με αυτή τη συζήτηση .",3
""" Ομάδα ΕΣΚ κατέβαλε μεγάλες προσπάθειες στη συζήτηση αυτή , στους κόλπους της κοινοβουλευτικής ομάδας , στην Επιτροπή Γεωργίας και Ανάπτυξης της Υπαίθρου , και με τις γεωργικές ενώσεις , και καταθέσαμε περισσότερες από τις μισές από τις 600 και πλέον τροπολογίες επί της έκθεσης του κ . Goepel και υπογράψαμε 15 από τους 17 συμβιβασμούς που περιελάμβαναν δεκάδες τροπολογίες .",3
"Πάνω από 5 & # 160 ; δισεκατομμύρια άνθρωποι στις χώρες αυτές ζουν με ένα ή δύο δολάρια την ημέρα , και ένας αιματηρός πόλεμος με παιδιά μαίνεται στο Κονγκό όπου περισσότερα από 300 & # 160 ; 000 παιδιά συμμετέχουν σε στρατιωτικές επεμβάσεις στις οποίες έχουν σκοτωθεί περισσότεροι από 3 εκατομμύρια άνθρωποι τα τελευταία χρόνια .",3
"& # 160 ; & # 160 ; Κύριε Πρόεδρε , κυρία Πρόεδρε του Συμβουλίου , η Ζιμπάμπουε ανέκαθεν περνούσε φάσεις περιπλεγμένων προβλημάτων και βαθιάς διαίρεσης , είτε κατά την αποικιοκρατία , τον καιρό της μονομερούς διακήρυξης ανεξαρτησίας του Ian Smith το 1965 και του συνακόλουθου εμπάργκο των Ηνωμένων Εθνών , είτε κατά τον απελευθερωτικό πόλεμο που έγινε στο διάστημα 1972-1978 και τις πρώτες δημοκρατικές εκλογές που ακολούθησαν , τις οποίες κέρδισε το ZANU υπό τον Ρόμπερτ Μουγκάμπε .",3
Αυτός ο έλεγχος υγείας δεν είναι μια εις βάθος μεταρρύθμιση της κοινής γεωργικής πολιτικής .,3
"εξ ονόματος της Ομάδας IND / DEM . - ( PL ) Κυρία Πρόεδρε , το θέμα της σημερινής συζήτησης για τις παραβιάσεις ανθρωπίνων δικαιωμάτων είναι για άλλη μια φορά η πολιτική και κοινωνική κατάσταση στη Βιρμανία / Μυανμάρ .",3
""" ολική εγκατάλειψη οιουδήποτε μηχανισμού ρύθμισης της αγοράς κρίνω ότι είναι επικίνδυνη για τη δική μας επισιτιστική ασφάλεια αλλά και την επισιτιστική ασφάλεια του κόσμου .",3
Ευχαριστώ επίσης τον Πρόεδρο κ . Barroso και τον Αντιπρόεδρο κ . Šefčovič .,3
Ένωση Καινοτομίας : μεταμορφώνοντας την Ευρώπη για έναν κόσμο μετά την κρίση ( συζήτηση ),3
"Πολλοί σκοτώθηκαν , εκατοντάδες τραυματίστηκαν και χιλιάδες εκκένωσαν την περιοχή .",3
Αυτή είναι η πραγματικότητα .,3
"Με χαροποιεί το γεγονός ότι , κατόπιν πολλών επανειλημμένων κλήσεων από το Κοινοβούλιο , η Επιτροπή παρουσιάζει σήμερα επιτέλους αυτό το πλαίσιο ευρωπαϊκής στρατηγικής .",3
"Θα ήθελα να κάνω κάποια κριτική για το πλαίσιο που παρουσιάστηκε . "" κατάσταση είναι επείγουσα , αλλά μολαταύτα δεν μπορούμε να δεχτούμε την απόφαση της Επιτροπής να σχεδιάσει το πλαίσιο χωρίς δημόσιες διαβουλεύσεις με τα εμπλεκόμενα μέρη .",3
"Ο χρόνος δεν έχει εξαντληθεί , μένουν δώδεκα ακόμη μήνες προτού απαγορευθεί πλήρως η πρακτική .",3
Η διαφήμιση προϊόντων καπνού απευθύνεται σε ένα τμήμα του πληθυσμού λίγο ως πολύ νέο .,3
Είναι σε εξέλιξη διαβουλεύσεις μεταξύ της Επιτροπής και της ΕΑΑΤ προκειμένου να εξακριβωθεί εάν είναι δυνατή η επιτάχυνση της διαδικασίας έγκρισης χωρίς συμβιβασμούς ως προς την ποιότητα της επιστημονικής αξιολόγησης .,3
Ήρθε η ώρα να δράσουμε .,3
"Έτσι , ο Wim Duisenberg έχει τις καλύτερες προϋποθέσεις για τη θέση του πρώτου Προέδρου της Ευρωπαϊκής Κεντρικής Τράπεζας , επειδή μπορεί να προσφέρει όλη την εμπειρία της ζωής του σε αυτό το καθήκον .",3
Η Επιτροπή καταπιάνεται τώρα με την υλοποίηση των αποφάσεων της Ομάδας Επαφής σχετικά με το πάγωμα των εξωτερικών λογαριασμών της Ομοσπονδιακής Δημοκρατίας της Γιουγκοσλαβίας και με τη σύγχρονη αναστολή της βοήθειας για τις επενδύσεις .,3
Έκθεση Pollack ( A4-0161 / 98 ),3
Σήμερα σχεδόν όλες οι προτάσεις της έκθεσης Tindemans έχουν ψηφιστεί .,3
Η ανάπτυξη αυτή αντιστοιχεί στη δημιουργία 50.000 θέσεων εργασίας στην Ευρώπη κάθε χρόνο .,3
"Στην πραγματικότητα , η περίοδος που δόθηκε για τις προσαρμογές ήταν ιδιαίτερα μακρά και θα ήταν μάλλον παράδοξο και αντιπαραγωγικό εάν , έχοντας μπροστά μας λιγότερο από 15 μήνες για να φτάσουμε στην ημερομηνία εκπνοής του θεσμού των αφορολόγητων ειδών κατά τα ταξίδια εντός της Ευρωπαϊκής Ένωσης , πρέπει να προχωρήσουμε στην εκπόνηση μιας μελέτης .",3
Κατά παράδοξο τρόπο ορισμένοι περιφερειακοί συνασπισμοί - για παράδειγμα η ΕΕ - φαίνεται ότι είναι επιθυμητοί .,3
"Αυτός ο νέος μηχανισμός θα δώσει προτεραιότητα στο τμήμα της αγοράς του επιχειρηματικού κεφαλαίου που χρηματοδοτεί την εγκατάσταση ή την εκκίνηση των μικρών και μεσαίων επιχειρήσεων , των οποίων η χρηματοδότηση είναι η πιο υψηλή και η πιο επικίνδυνη .",3
Η πρόταση της Επιτροπής ορίζει επίσης ότι η ίδια θα μπορεί να σταματήσει έναν κανονισμό επιτρέποντας την εξαίρεση κοινοποίησης για τις ενισχύσεις που είναι μικρότερες από ένα ορισμένο ποσό .,3
"Εν ολίγοις , σε ορισμένους τομείς όπου υπάρχουν αρκετά συγκεκριμένοι κανόνες και πειθαρχία , για να μην είμαστε υποχρεωμένοι πια να κοινοποιούμε τις ατομικές περιπτώσεις .",3
Η COFACE επισημαίνει ότι το ισχύον σύστημα δεν παρουσιάζει κανένα ενδιαφέρον για τους καταναλωτές .,3
"Κύριε Πρόεδρε , όλοι εδώ γνωρίζουμε ότι οι στατιστικές δεν είναι ιδιαίτερα δημοφιλείς , κυρίως στους υπόχρεους παροχής των δεδομένων .",3
""" ΕΕ ηγείται παγκοσμίως στην παροχή βοηθείας στους απόρους του κόσμου .",3
"Επιπλέον , σε κάποιες από αυτές τις χώρες οι ανισότητες στο εισόδημα και στο βιοτικό επίπεδο μεγαλώνουν διαρκώς .",3
""" συζήτηση έληξε .",3
"Λιγότερο από ένα χρόνο μετά την υποβολή της πρότασης της Επιτροπής , το Συμβούλιο κατόρθωσε να εξασφαλίσει μια γενική προσέγγιση .",3
"Φυσικά , από την άποψή τους -την άποψη εκείνων που επιθυμούν ένα ενιαίο ευρωπαϊκό κράτος- όλα αυτά είναι λογικά , αλλά θα ήθελα να είχαν το κουράγιο και την ευγένεια να ρωτήσουν πρώτα τον λαό και να θέσουν σε ψηφοφορία τη συνθήκη της Λισαβόνας .",3
Θέλω και εγώ να ευχαριστήσω τον εισηγητή που συνηγορεί υπέρ των δεσμευτικών ενδίκων μέσων ως τον αποτελεσματικότερο τρόπο για την καταπολέμηση του εν λόγω προβλήματος .,3
"Παρά τις βελτιώσεις αυτές όμως πιστεύω ότι η πλειοψηφία που διαφαίνεται , δεν θα προχωρήσει πολύ , ασφαλώς εν μέρει εξαιτίας της εντύπωσης ότι δεν υπάρχει συναίνεση στο Συμβούλιο και λόγω της επιθυμίας να ολοκληρωθεί η νομοθετική διαδικασία .",3
"Η δια βίου εκπαίδευση απαιτεί ακριβώς το αντίθετο , δηλαδή τη συνέχεια και τη μακροχρόνια ροή του εκπαιδευτικού γίγνεσθαι .",3
Διαθέτουμε επίσης τη στήριξη της πλειονότητας των πολιτών .,3
"Παρατηρώ ότι , στην έκθεσή του , ο κ . Florenz γράφει ότι επιθυμεί να καλέσει όλα τα κράτη μέλη να θεσπίσουν την άνευ όρων απαγόρευση του καπνίσματος .",3
Τάσσομαι υπέρ του ψηφίσματος .,3
"Αυτοί είναι υπεύθυνοι για τη συνέχιση της παγκοσμιοποιημένης οικονομίας που βασίζεται στη χρηματοδότηση , η οποία είναι αποσυνδεμένη από την πραγματικότητα , όπου η διασφάλιση των υψηλών κερδών για τους μετόχους , παίρνει τη θέση της βιομηχανικής στρατηγικής και όπου οι μετοχές αυξάνονται έπειτα από την ανακοίνωση κοινωνικών προγραμμάτων , ενώ τα αφεντικά που δεν είναι πάντα ικανά , δίνουν στον εαυτό τους μπόνους και "" χρυσά αλεξίπτωτα "" .",3
"Πρέπει , όμως , επίσης να καθοριστούν και , τέλος , να ληφθούν κυρίως υπόψη τα συμφέροντα των καταναλωτών , οι υποχρεώσεις των δημοσίων υπηρεσιών και η οργάνωση του διαλόγου .",3
"Εδώ , όμως , οι αυτοανακηρυχθέντες αμπχαζιανοί ηγέτες θα διενεργήσουν δημοκρατικές δήθεν εκλογές και τελικά το μόνο που θα δημιουργήσουν δεν θα είναι παρά τετελεσμένα γεγονότα , και μάλιστα με εκλογές στις οποίες δεν επιτρέπεται να συμμετέχουν παρά μόνο 200.000 άνθρωποι , αφού πάρα πολλές εθνικότητες έχουν αποκλειστεί από τις εκλογές , για να μην αναφέρουμε καθόλου το ότι το 50 % του πληθυσμού της Αμπχαζίας έχει φύγει ή έχει εκδιωχθεί .",3
Αρκετοί βουλευτές το έχουν ήδη αναφέρει αυτό .,3
Είναι ένας χλευασμός προς αυτούς που αγωνίζονται για ελευθερία και δημοκρατία. επως γνωρίζουμε οι λόγχες μπορούν να χρησιμοποιηθούν σε πολλά πράγματα .,3
"Τη Δευτέρα στο ΕΚ διεξήχθη συζήτηση για τη στρατηγική και για μια οδηγία της ΕΕ για το θαλάσσιο περιβάλλον , οι οποίες και πάλι είναι συνιστώσες της ναυτιλιακής πολιτικής της ΕΕ που αυτόν τον καιρό εκπονείται . "" κοινοβουλευτική διάσκεψη για τη Βόρεια Διάσταση που σχεδιάζεται για την προσεχή άνοιξη αποτελεί ένα ευπρόσδεκτο παράδειγμα του ενδιαφέροντος του Κοινοβουλίου για τα θέματα των χωρών του Βορρά .",3
"Αντ  αυτού , ο όγκος των μεταφορών πετρελαίου τριπλασιάστηκε .",3
Ελπίζεται ότι το παρόν μέτρο θα ενθαρρύνει τους παραγωγούς να συνεχίσουν αυτή τη μορφή παραγωγής αρνιών και θα τους ενθαρρύνει επίσης να συνεχίσουν τον εφοδιασμό μιας αξιόλογης αγοράς καθ  όλη τη διάρκεια του έτους .,3
Τα μεταβατικά μέσα είναι εδώ μια καλή γέφυρα για την εγκατάλειψη του σκηνικού της υποστήριξης .,3
"Όμως θα ψηφίσω υπέρ , ελπίζοντας ότι θα μπορέσει να συμβάλει την εξάλειψη των διακρίσεων .",3
"Καταρχάς θα πρέπει να υπογραμμίσουμε ότι , εξαιτίας των αμελειών και των παραλείψεων στην πολιτική καταπολέμησης της ΣΕΒ , εκδηλώνονται και άλλα κρούσματα αυτής της ασθένειας , ενώ εμείς οφείλουμε να είμαστε έτοιμοι να επέμβουμε σε αυτά τα νέα κρούσματα , αποφεύγοντας τα συμβάντα του Βελγίου , όπου ένα σφάγιο μολυσμένου ζώου μετετράπη σε ζωικό άλευρο .",3
Πώς θα επιτύχουμε ο ευρωπαϊκός προβληματισμός να περάσει και σε διεθνές επίπεδο ;,3
"Επαινώ τις προσπάθειες της κροατικής κυβέρνησης για την καταπολέμηση της διαφθοράς , διασφαλίζοντας την ορθή χρήση των ευρωπαϊκών πόρων και επιδιώκοντας την ολοκλήρωση των διαπραγματευτικών κεφαλαίων που παραμένουν ανοικτά .",3
Τα κράτη μέλη έχουν διαφορετικές απόψεις για τη χρησιμοποίηση της πυρηνικής ενέργειας .,3
"( DE ) Κύριε Πρόεδρε , σε γενικές γραμμές , οι εξελίξεις στην Κροατία οδηγούνται προς τη σωστή κατεύθυνση . "" θεωρία έχει ολοκληρωθεί , όμως τούτο θα πρέπει να αποδειχθεί και στην πράξη .",3
Θέλουμε να περιοριστεί ο μέγιστος χρόνος για τον εκ νέου περιορισμό των κριτηρίων στα τρία χρόνια από την εμφάνιση του ελλείμματος .,3
"Ενόψει των πιέσεων που ασκεί η μετανάστευση στα νότια σύνορά μας και της απειλής του οργανωμένου εγκλήματος στα ανατολικά μας σύνορα , τυχόν αδυναμία να λάβουμε αυτές τις αποφάσεις θα αποτελούσε μείζον πολιτικό ατόπημα .",3
"Πιστεύω ότι έχουμε έναν τέτοιο στόχο , διότι οι περισσότεροι από εμάς στο Σώμα επιθυμούμε μια ισχυρότερη Ευρώπη .",3
"Πιστεύω ότι πρέπει να οικοδομήσουμε δημοκρατία στην ΕΕ , όχι να την αποδομήσουμε .",3
"Υπερψηφίζω την πρόταση μομφής κατά της Ευρωπαϊκής Επιτροπής γιατί , εν πρώτοις , θεωρώ ότι , αν δεν το πράξω , θα είναι σαν να εκφράζω την εμπιστοσύνη μου , κάτι που θα ήταν αδιανόητο , εν όψει των σκανδαλωδών περιπτώσεων παρατυπιών , απάτης , και δυσλειτουργίας που αποκαλύφθηκαν στις διάφορες κοινοτικές πολιτικές τις οποίες διαχειρίζεται η Επιτροπή .",3
"Τα κράτη μέλη δεν κατορθώνουν να συμφωνήσουν σχετικά με τον ορισμό αυτού το οποίο , στο ιδίωμα των ευρωκρατών , λέγεται κεκτημένο του Σένγκεν , όπως εξάλλου δεν συμφωνούν ούτε σχετικά με την κατανομή μεταξύ του πρώτου και του τρίτου πυλώνα .",3
"Στην τελευταία περιλαμβάνονται εκτός από τα κράτη μέλη της ΕΕ και τα κράτη ΕΖΕΣ , η Ελβετία , η Νορβηγία και η Ισλανδία .",3
Το προηγούμενο έτος μάς έφερε μία σημαντική επιτυχία - τη Συνθήκη Europol .,3
"( EN ) Κύριε Πρόεδρε , θέλω να μιλήσω υπέρ της αναπομπής αυτής της έκθεσης στην επιτροπή .",3
Δεν πρέπει επίσης να λησμονούμε τη σημαντική ανθρωπιστική βοήθεια που χορηγούμε και την οποία πρέπει να συνεχίσουμε .,3
"Κατά την άποψή μου , πρέπει γι  αυτό να ενισχυθούν και οι χώρες του Τρίτου Κόσμου να μεριμνήσουν για αντίστοιχα κριτήρια και κανόνες στη νομοθεσία τους , στη νομολογία τους και στην τήρησή της , ούτως ώστε κατόπιν να καταπέσει περισσότερο ή λιγότερο αυτό το ζήτημα της εξωεδαφικότητας που ανέφερε προηγουμένως ο συνάδελφος Kittelmann .",3
Πολλά αιτήματα υποβάλλονται στην Επιτροπή .,3
"Κύριε Πρόεδρε , είναι σαφές ότι η βελτίωση της ποιότητας της νομοθεσίας είναι ουσιώδης για την αποτελεσματική λειτουργία της εσωτερικής αγοράς και την αύξηση της ανταγωνιστικότητας της ευρωπαϊκής οικονομίας .",3
"Με μεγάλη προσπάθεια γλυτώσαμε εδώ και καιρό το αρχαίο θέατρο της Δωδώνης από την γειτνίασή του με τον αυτοκινητόδρομο της Εγνατίας , που θα εμπόδιζε ακόμα και τους θεατές να ακούν τις παραστάσεις .",3
"Είναι λοιπόν σαφές γιατί υποστηρίζω ένθερμα τα ιδιαίτερα εκείνα σημεία του ψηφίσματος που ζητούν από την Επιτροπή να εξετάζει πριν από την οποιαδήποτε χρηματοδότηση κάποιου έργου τις επιπτώσεις πάνω στην πολιτιστική και φυσική κληρονομιά , το ιστορικό της βάρος και την αισθητική της , που πρέπει να αναδειχθούν και αυτά σε κριτήρια για την επιλεξιμότητα των έργων .",3
"Η τροποποίηση που προτείνει η Επιτροπή ( CΟΜ ( 2004 ) 0687 τελικό ) στο άρθρο 4 του κανονισμού συνιστά κατά συνέπεια τροποποίηση γενικού κανόνα , με αποκλειστικό στόχο την απαγόρευση του ανταγωνισμού από τα ζαχαρότευτλα των Αζορών .",3
"Επί του παρόντος , επενδύονται ελάχιστα , και το εκπληκτικό είναι ότι , μέχρι προσφάτως , οι δύο φτωχότερες χώρες , η Μογγολία – μία χώρα η οποία αξίζει τον έπαινό μας για την απουσία προβλημάτων στους τομείς της δημοκρατίας και των ανθρωπίνων δικαιωμάτων – και η Κιργιζία , σημείωναν τις καλύτερες επιδόσεις στην περιοχή .",3
"Η διάσκεψη αυτή οδήγησε στη δημιουργία του Σιδηρού Παραπετάσματος , το οποίο χώριζε την Ευρώπη επί 44 χρόνια , αποκόπτοντας τη χώρα μου , την Πολωνία , από την ευρωπαϊκή δημοκρατία και ολοκλήρωση .",3
"Τα κράτη μέλη δεσμεύτηκαν , και παραθέτω , να απόσχουν από κάθε ενέργεια η οποία ενδέχεται να εμποδίσει τη θέση σε ισχύ του Συντάγματος .",3
"Στη εφημερίδα της Παρασκευής 6 Μαΐου , ο Χένρι Κίσινγκερ δήλωσε σαφώς ότι η δημιουργία ενός τηλεφωνικού αριθμού δεν θα λύσει το πρόβλημα της απουσίας κοινής εξωτερικής πολιτικής .",3
"Η ομάδα μας συμμερίζεται την ανησυχία ως προς τις βλαβερές συνέπειες του καπνού και γενικώς , με ορισμένες επιφυλάξεις , εγκρίνει τις προτάσεις της Επιτροπής , όπως εγκρίνει και αρκετές τροπολογίες της έκθεσης του συναδέλφου κ . Μaaten .",3
"Θέλω , εκ μέρους της Ομάδας του ΦΙΛ , να ανακοινώσω ότι στηρίζουμε την αρχική έκθεση .",3
Αυτό θα πρέπει να το αποφύγουμε οπωσδήποτε .,3
"Και κατά τη γνώμη μου , ο ορισμός τους είναι τόσο σημαντικός επειδή διαφορετικά θα εξακολουθήσει ο αποκλεισμός των περιθωριοποιημένων ομάδων-στόχων , όπως είναι οι ηλικιωμένοι , τα άτομα με ειδικές ανάγκες ή οι μετανάστες .",3
"Σύμφωνα με την ισχύουσα νομοθεσία , και συγκεκριμένα με την οδηγία 97 ( 13 ) , τα κράτη μέλη καθορίζουν τις διαδικασίες που θα ακολουθήσουν για την κατανομή του φάσματος περιορισμένων συχνοτήτων που διατίθεται για τα δίκτυα τρίτης γενιάς , με την προϋπόθεση πως συμμορφώνονται με τις αρχές της αντικειμενικότητας , της μη διάκρισης , της αναλογικότητας και της διαφάνειας που προβλέπονται από την κοινοτική νομοθεσία .",3
"Αυτό μπορεί να οδηγήσει σε πολύ σημαντική πρόοδο , και ανέφερα ήδη στην ομιλία μου αρκετά συγκεκριμένα παραδείγματα προόδου .",3
"Συνάδελφοι , θέλω να σημειώσετε αυτήν την ημερομηνία .",3
Η Ευρωπαϊκή Κοινότητα πρέπει να είναι σε θέση να διαδραματίσει έναν ρόλο στην αυξανόμενη συνεργασία μέσω της συγκέντρωσης πληροφοριών και της ανταλλαγής γνώσεων και ορθών πρακτικών ( best practices ) μεταξύ των κρατών μελών .,3
"Ωστόσο , εκείνο που διαπιστώνουμε συγχρόνως είναι ότι το πρόβλημα δεν υφίσταται μόνον στην Ιταλία , αλλά ότι βρίσκεται σε εξέλιξη και μια μπερλουσκονοποίηση της Ευρώπης , και αυτό είναι πάρα πολύ επικίνδυνο .",3
"Συνεπώς , η Ευρώπη αποστασιοποιήθηκε προσεχτικά από την κυβέρνηση της Δαμασκού .",3
"Όσον αφορά το λιμάνι , παρατηρούνται συνεχή προβλήματα πρόσβασης .",3
"Γι  αυτό , πρέπει να κάνουμε πραγματικά τα πάντα για να διαμορφώσουμε την βοήθεια έτσι , ώστε να είναι όσο πιο εκτεταμένη και καλή γίνεται .",3
Υπάρχει ο φόβος ότι μπορεί να μην επιτευχθεί αυτή η πλειοψηφία σήμερα .,3
"Κατά την άποψή μου , αυτό συγκαταλέγεται σ αυτό που εννοώ όταν μιλάω για μια ευρεία πολιτική για την ύπαιθρο .",3
Είναι σφάλμα να συγκρίνεται ο τρίτος πυλώνας με τον πρώτο .,3
"Mια μικρή αφορμή , η οποία με την παρουσία σας και με την ομιλία σας έγινε σημαντική στιγμή .",3
Η αλήθεια όμως είναι ότι ούτε το Κοινοβούλιο τούτο ούτε η Ευρωπαϊκή Ένωση μπορούν σήμερα να νομοθετήσουν υπέρ των ίσων δικαιωμάτων των ατόμων με ειδικές ανάγκες καθόσο δεν υπάρχει νομική βάση για να το πράξουν .,3
