text,Ποικιλία,archaia_or_not
"Των τιμών των εμπορευμάτων υφισταμένων γενικήν πτώσιν, η μάζα των μέσων της κυκλοφορίας δύναται να μείνη η αυτή, εάν η μάζα των εμπορευμάτων αυξάνει εν τη αυτή αναλογία εν η αι τιμαί των πίπτουν, ή εάν η ταχύτης της πορείας του χρήματος ελαττούται εν τη αυτή αναλογία εν τη οποία και αι τιμαί των. Δύναται να αυξήση εάν η μάζα των εμπορευμάτων αυξάνει ταχύτερον, ή εάν η ταχύτης της κυκλοφορίας ελαττούται τόσον ταχύτερον, όσον αι τιμαί των πίπτουν. 3",2,1
"Τωρα δε υπαγω προς τον πεμψαντα με, και ουδεις εξ υμων με ερωτα· Που υπαγεις;",3,1
"Τόμορφο κορίτσι το πήρε μαράζι. Έκλαιγε, έκλαιγε κρυφά απ τον κόσμο κ έλυωνε σαν το κερί. Κι όλο έλυωνε, ως που μια μέρα έκλεισε τα ματάκια με τα μεγάλα ματόκλαδα, και δεν τάνοιξε πια. Ο κόσμος έκλαψε τον άδικο χαμό της κ οι τραγουδιστάδες της βγάλανε τραγούδι. Μα τα φθονερά κορίτσια λέγανε πως πέθανε κι αυτή απ την αγάπη, πως ένας κρυφός καϋμός την έφαγε για τον άσχημο άνθρωπο και πως όλα γίνονται στον κόσμο. Κανένας όμως δεν το πίστεψε…. 2",2,1
Τόμος Δ’ Δις κατηγορούμενος ή Δικαστήρια. - Περί παρασίτου. - Ανάχαρσις. - Προς τον απαίδευτον και πολλά βιβλία αγοράζοντα. – Ότι δεν πρέπει να πιστεύωμεν εύκολα την διαβολήν. - Ζευς ελεγχόμενος. - Ρητόρων διδάσκαλοι. - Ικαρομένιππος ή Υπερνέφελος. 3,3,1
"Τόρα δε εις τους αγορανόμους ανήκει να φροντίζουν διά τα καθέκαστα της αγοράς. Η δε δευτέρα φροντίς αυτών κατόπιν από την επιθεώρησιν των ιερών της αγοράς μήπως τα έβλαψε κανείς, θα είναι να επιθεωρούν τας πράξεις των ανθρώπων επιβλέποντες την σωφροσύνην και την υβριστικότητα και τιμωρούντες τον έχοντα ανάγκην τιμωρίας. 3",3,1
"Τόρα λοιπόν μας μένει να ειπούμεν πόσοι είναι και ποίοι. Διότι δεν υπάρχει ποτέ φόβος να φανώμεν ψευδείς. Λοιπόν ασφαλώς διισχυρίζομαι αυτό τουλάχιστον. Δηλαδή λέγω πάλιν ότι είναι οκτώ αι τροχιαί, και από αυτάς τας οκτώ αι μεν τρεις εξετάσθησαν, μένουν δε άλλαι πέντε. Η δε τετάρτη κίνησις και τροχιά και η πέμπτη σχεδόν είναι ίση με τον ήλιον ως προς την ταχύτητα και ούτε βραδυτέρα είναι ούτε ταχυτέρα. Πρέπει δε όστις έχει νουν αρκετόν να εντυπώση ότι εν συνόλω αυταί είναι τρεις. Ας δεχθώμεν δε ότι είναι μία του ηλίου και άλλη μία του εωσφόρου και η τρίτη όσον μεν διά το όνομά της δεν ημπορούμεν να το ειπούμεν, διότι δεν είναι γνωστόν, εις τούτο δε πταίει ο πρώτος παρατηρητής αυτών, ο οποίος ήτο βάρβαρος. Διότι βεβαίως κάποιος παλαιός τόπος ανέθρεψε τους πρώτους εννοήσαντας αυτά τα ζητήματα ένεκα του ωραίου θερινού κλίματός του, οποίον αληθώς έχει η Αίγυπτος και η Συρία, διότι εκεί ημπορούμεν να ειπούμεν ότι έβλεπαν ολοφάνερα πάντοτε τους αστέρας, επειδή οι κάτοικοι εκεί ήσαν πάντοτε εις μέρος της γης απηλλαγμένον από τα σύννεφα και τας βροχάς. Από εκεί δε και εις όλα τα άλλα μέρη και εδώ ήλθαν αυτά, εξακριβωθέντα με χρόνον πολυετή και άπειρον. Διά τούτο πρέπει με θάρρος αυτά να τα συμπεριλάβωμεν εις τους νόμους. Διότι το να μη είναι τιμητά τα θεία, ή το να μη θεωρούνται αυτά θεία δεν είναι φρόνιμος πράξις. Το ότι δε δεν απέκτησαν ονόματα , πρέπει βεβαίως να αναφέρωμεν την αιτίαν, έλαβον όμως ονομασίαν διαφόρων θεών. Δηλαδή ο μεν εωσφόρος, ο οποίος είναι ο ίδιος και έσπερος, σχεδόν έχει δικαιολογίαν να καθιερωθή εις την Αφροδίτην, το οποίον είναι πολύ εύλογον δι ένα Σύριον νομοθέτην, ο δε σύντροφος του ηλίου και αυτός ομοίως έχει λόγον σχεδόν να λάβη το όνομα του Ερμού. Ακόμη δε τρεις τροχιάς ας αναφέρωμεν πλανητών κινουμένων προς τα δεξιά μαζί με την σελήνην και τον ήλιον. Ένα δε πρέπει να θεωρήσωμεν ως όγδοον, τον οποίον κυρίως ημπορεί κανείς να τον ονομάση επάνω κόσμον, ο οποίος κινείται αντιθέτως προς όλους τους προηγουμένους, οδηγών τους άλλους καθώς θα εφαίνετο εις ανθρώπους γνωρίζοντας ολίγα πράγματα περί αυτών, αλλά βεβαίως όσα γνωρίζομεν είναι ανάγκη να τα λέγωμεν. Δηλαδή η αληθής σοφία εις αυτά κάπως φανερώνεται διά τον μετέχοντα έστω και ολίγον της ορθής και θείας νοήσεως. Λοιπόν μένουν να εξετασθούν οι τελευταίοι τρεις αστέρες, εκ των οποίων ο είς μεν είναι ευδιάκριτος από την μεγάλην βραδύτητά του, και εις τούτον μερικοί αποδίδουν το όνομα του Κρόνου. Ο δε δεύτερος κατόπιν αυτού ως προς την βραδύτητα πρέπει να λάβη το όνομα του Διός, ο δε κατόπιν αυτού ερχόμενος το όνομα του Άρεως. Αυτός δε είναι ο ερυθρότερος από όλους εις το χρώμα. Δεν είναι δε διόλου δύσκολον να τους εννοήση έκαστος, όταν τους εξηγήση εις αυτόν κανείς, αλλά πρέπει, αφού τους μάθη, να τους παραδέχεται. 2",2,1
"Τόσην έκπληξιν ενεποίησεν εις αυτόν η μαντεία μου, ώστε, αφού έμεινεν ακίνητος επί αρκετάς στιγμάς, εξέτεινε τους βραχίονας και μ ενηγκαλίσθη, ησθάνθην δ επί της μιας μου παρειάς την επαφήν του ιχθύος και επί της ετέρας την επαφήν των σκόρδων. 2",3,1
"Τόσο το καλλίτερο. Τώρα πιάσε το λαιμό.,, Βάλε πιο πολύ δύναμη. Βλέπεις ο λαιμός δεν χορατεύει. Όλη η λέρα και ο ίδρωτας απάνω του μαζεύονται. Χρειάζεται σαπούνι και τρίψιμο.,, Τώρα κι από μέσα στην τραχηλιά και στη ράχη., Είδες! Τέλειωσε ως που να πεις έλα Χριστέ. 2",2,1
"Τόσον που κατάντησεν ο δυστυχής ο Παπαδράκος να πωλή αχινούς πέντε ς το λεπτό για να ζήση. Και έβλεπαν συχνά οι άνθρωποι, ένα μίλι μακρυά από το χωριό, μια φλάσκα μεγάλη-μεγάλη μέσ ς τη θάλασσα να καραβίζη. Ήτανε ο Παπαδράκος με το μεγάλο κεφάλι που έβγαζε τους αχινούς. 2",2,1
Τότε ένα έντονο αίσθημα ταπείνωσης και αγανάκτησης κατέλαβε πάλι τη Νοέμι. Η μορφή του Έφις ξεπήδησε μπροστά της σαν πρόβατο επί σφαγήν και έτρεξε στην αυλή και βγήκε στην εξώπορτα περιμένοντας να περάσει κάποιος για να τον παρακαλέσει να πάει να φωνάξει τον υπηρέτη. 2,2,1
"Τότε αφίνει τον κρυψώνα του το βασιλόπουλο· κυτάζει άφοβα τους αράπηδες, χαμογελά και οικτείρει την κατάστασί τους. Δεν χάνει καιρό, δένει τους καλά, με βαρυές αλυσίδες τους φορτώνει, σαβούρα ρίχνει στη μπρατσέρα· φθάνει γοργά στο Λιβόρνο. 2",2,1
"Τότε διέκρινα από μακράν μίαν γυναίκα, η οποία ανέβαινεν επιπόνως προς μοναχικήν καλύβαν, που μόλις κανείς την ξάνοιγε από κει που ευρισκόμουνα. Μου φάνηκε πώς ήταν η Κλάρα. Έτρεξα κατόπι της και την έφθασα. Ήταν εκείνη τωόντι. Έφριξε όταν με είδε. 2",2,1
"Τότε ελύθησαν μόνα των τα άνθινα δεσμά μας και ελεύθεροι ωδηγήθημεν εις την πόλιν και εις το συμπόσιον των Μακάρων. Ήτο δε η πόλις εκείνη όλη χρυσή με τείχη σμαράγδινα και είχεν επτά πύλας, όλας από κανέλλαν μονοκόμματην. Το έδαφος της πόλεως και όλη η εντός του τείχους γη ήτο στρωμένη μ ελεφαντοκόκκαλον• υπήρχον δε ναοί όλων των θεών κτισμένοι με βήρυλλον λίθον και βωμοί εντός αυτών εκ μεγίστων αμεθύστων μονολίθων, επί των οποίων τελούν τας μεγάλας θυσίας. Γύρω εις την πόλιν τρέχει ποταμός αρώματος εκ του εκλεκτοτέρου, ο οποίος έχει πλάτος εκατόν βασιλικών πήχεων, βάθος δε πεντήκοντα, ώστε και πλωτός είνε. Τα δε λουτρά των εκεί είνε μεγάλα υάλινα οικοδομήματα, υπό τα οποία καίεται κανέλλα διά να θερμαίνωνται• αντί δε νερού εις τους λουτήρας υπάρχει δρόσος θερμή. Ως ένδυμα φορούν οι κάτοικοι ιστούς αράχνης λεπτούς και πορφυρούς. Αλλά δεν έχουν σώματα• είνε άσαρκοι και άυλοι, μόνον δε μορφήν και ιδέαν παρουσιάζουν• μολονότι όμως είνε ασώματοι, έχουν υπόστασιν, κινούνται και σκέπτονται και ομιλούν, εν γένει δε φαίνεται ότι η ψυχή των περιφέρεται γυμνή, περιβεβλημένη ομοίωμα του σώματός των και αν δεν τους εγγίσετε, δεν εννοείτε ότι δεν είνε σώμα αυτό που βλέπετε. Είνε ως σκιαί όρθιαι, αλλ όχι μαύραι. 3",3,1
"Τότε η Φέμπικ μαζί με την λαίδη Ντρόσετ ήλθον προς τον Έδμον και τον εμάλωσαν, γιατί δεν κατέβη να τους χαιρετίση τουλάχιστον. Επειδή δε δυσανασχετούσε, η Φέμπικ του είπε, ότι επείγεται να στείλη επιστολήν εις Λονδίνον εν σχέσει προς όσα της γράφει η θεία του και τον παρακαλεί να περιμένη στην αίθουσα έως ότου την γράψει. 2",3,1
"Τότε η Φραγκογιαννού, ήτις με την ηλικίαν και την πείραν του κόσμου εγένετο πολύ σοφωτέρα, είχεν αξιωθή, ως έλεγε μετριοφρόνως, ν αποκτήση κι αυτή ένα σπιτάκι δικό της, χάρις εις την επιδεξιότητα της και την οικονομίαν της. Την μίαν χρονιάν ημπόρεσε μόνον να κτίση τεσσάρας τοίχους λασποκτίστους, μικρούς και χαμηλούς, και να τους στεγάση· την δευτέραν χρονιάν κατώρθωσε να πετσώση κατά τα τρία τέταρτα το σπίτι, δηλ. να κατασκευάση μικρόν πάτωμα, με διαφορά σανίδια, ανόμοια, παλαιά και νέα, και, χωρίς να χάση καιρόν, ανυπομονούσα, πότε να «ξελευθερωθή» από την τυραννίαν της ανδραδέλφης, η οποία εγήραζε κ εγίνετο παράξενη, εκουβαλήθη, κ επήγε να εγκατασταθή, μαζί με τον σύζυγόν και τα τέκνα, εις την «γωνιάν» της, εις την «φωλιάν» της, εις την «άκρην» της. Την ημέραν εκείνην, όπως έλεγεν η ιδία, ησθάνθη την μεγαλειτέραν χαράν εις την «ζήσιν» της. 2",3,1
"Τότε λοιπόν αφήσετε την επίδειξιν των άλλων δι ευθετώτερον καιρόν, και αυτό μόνον σας ζητώ τώρα να κάμετε: πείσατε αυτόν τον νεαρόν φίλον μας, ότι πρέπει να επιδοθή εξ ολοκλήρου εις την φιλοσοφίαν και την καλλιέργειαν της αρετής, και θα μας υποχρεώσετε και μένα και όλους αυτούς, διότι συμβαίνει όλοι μας να έχωμεν εξαιρετικόν ενδιαφέρον περί του νέου και είναι μεγάλη η επιθυμία μας να γίνη όσον ημπορεί καλύτερος· ονομάζεται Κλεινίας και είναι υιός του Αξιόχου, εγγονός του παλαιού Αλκιβιάδου και πρώτος εξάδελφος του σημερινού Αλκιβιάδου. Είναι ακόμη νέος και φοβούμεθα, ότι πρέπει να φοβήται κανείς πάντοτε δι αυτήν την ηλικίαν, μήπως μας προλάβη κανείς και δώση κάποιαν άλλην διεύθυνσιν εις το πνεύμα του και μας τον χαλάση· δεν ημπορούσετε λοιπόν να έλθετε εις καταλληλοτέραν στιγμήν· και αν δεν υπάρχη τίποτε να σας εμποδίζη, δοκιμάσετε τον νέον και συνδιαλεχθήτε μαζί του επί παρουσία μου. 2",3,1
"Τότε λοιπόν, καθώς φαίνεται, πρέπει ακριβώς αυτό να προσπαθήσωμεν να ειπούμεν πλέον. Και ειπέ μου, σε παρακαλώ. Ημπορούμεν να αντιληφθώμεν δύο είδη φόβων σχεδόν αντίθετα μεταξύ των; 3",3,1
"Τότε μέντοι ἐγὼ οὐ λόγῳ ἀλλ᾽ ἔργῳ αὖ ἐνεδειξάμην ὅτι ἐμοὶ θανάτου μὲν μέλει, εἰ μὴ ἀγροικότερον ἦν εἰπεῖν, οὐδ᾽ ὁτιοῦν, τοῦ δὲ μηδὲν ἄδικον μηδ᾽ ἀνόσιον ἐργάζεσθαι, τούτου δὲ τὸ πᾶν μέλει.",0,0
"Τότε με συγκινεί πολλάκις η ανατολική μελωδία μέχρι μυχών της καρδίας μου· η μονότονος εκείνη, η κατ ελάσσονα τόνον minore αδιακόπως φερομένη, αλλ εντέχνως όμως ποικιλλομένη διά τρομώδους λαρυγγισμού μουσική φράσις μου προξενεί ανέκφραστόν τινα αλλά γλυκείαν βαρυθυμίαν, και το ους μου όχι μόνον δεν κουράζεται υπό του βαρέως συρομένου ρυθμού, όστις ούτε τέλος έχει πολλάκις ούτε αρχήν, αλλά τον παρακολουθεί τουναντίον ευαρέστως, και όταν το άσμα παύση, τον παρατείνει πολλάκις δι ενδομύχου τινός και μυστηριώδους ηχούς. 3",3,1
"Τότε ο ειρηνοδίκης διέταξε τους υπηρέτας να του φέρουν την Φανήν Χέριντεν και κανείς δεν ετόλμησε ναρνηθή, διότι εν Σκωτία σέβονται και φοβούνται τους λειτουργούς του νόμου. 2",3,1
"Τόχε πάρει απάνου του αποτότε ο Λίακας. Εκαφχιώταν πια πως ημπορούσε, ακούς, να κατεβή τα μεσάνυχτα στης Τσάτουμας κάτου τον τράφο, όπου κρατούν ξωθιές και καλομοίρες. Κ ημπορούσε να πάη σε κάθε βαλτερόν τόπο, και σε κάθε λαγκαδιά, που κρατούν αερικά και κακά ζιζάνια. Να τα βγάλη στο σβίδο, να παλέψη άφοβα κι αντρειωμένα μαζί τους. Ακόμα εκαφχιώταν πως ημπόραε, με στοίχημα βαρύ, να πάρη μια μέρα, το καταμεσήμερο, νανεβή στο ξάγναντο απάνου στης Δραμαλούς τη βάρδια. Μια και δυο, να πηδήση την ποριά, να μπη στο περιβόλι. Εκεί θα εκαθόταν το στοιχειό, γερμένο από το κυνήγι του, στον παχύν ίσκιο καμιάς συκιάς αποκάτου να δροσιστή. Κι ο Λίακας αντρειωμένος, θάβγανε στο σβίδο το στοιχειό, θα πάλεβε να το νικήση, θανέβαινε απάνου στη συκιά, να κόψη σύκα να φάη, να φέρη και στους χωριανούς. Οι χωριανοί, άλλοι εχαμογέλασαν κι άλλοι εμπαιζογελούσαν. Μα οι πλιότεροι τον εκαμάρωναν με θαμασμό, κ εμεγάλωνε στα θαμπωμένα μάτια τους ο Λίακας, κ εφάνταζε αληθινά αντρειωμένος. 2",2,1
"Τώρα εσέ, βασιλιά, νικητή της Τρωάδας του Ατρέα γεννιά, και το πώς να σε πω και πώς να τιμήσω, χωρίς πέρα να πάω, μηδέ πίσω ναφήσω των επαίνων το μέτρο; Γιατί ξέρω, πολλοί προτιμούν ό,τι φαίνεται μόνο και το δίκιο αψηφούν· κι ο καθένας στον πόνο σου είν έτοιμος τάχα να στενάζη μαζί σου ενώ δεν του ραγίζει η καρδιά του από μέσα· και σου κάνει πως χαίρει με σένα ο άλλος και το αγέλαστο πρόσωπο βιάζει. Μα ο καλός ο βοσκός που γνωρίζει από τέτοια δεν γελιέται απ το μάτι ανθρώπου που δείχνει τάχα γνώμη καλόκαρδη κι όμως σε χαϊδεύει με αγάπη χλιαρή. Και λοιπόν, όταν συ ξεκινούσες το στόλο για τη μαύρη Ελένη, δεν το κρύβω, γι ανόητο σε είχα και πως όχι σωστά κυβερνούσες το νου σου σαν να επήαινες σ ανθρώπους γραμμένους του χάρου ανωφέλευτο θάρρος. Όμως τώρα που βγήκαν σε τέλος καλό αναγαλλιάζει η ψυχή μου απ τα βάθη, και συ πια δε θαργήσης ρωτόντας να μάθης ποιος στην πόλη σου φύλαξε γνώμη πιστή και ποιος όχι. 2",2,1
"Τώρα λοιπόν ας προχωρήσωμεν και παρακάτω· επειδή όλοι οι άνθρωποι έχουν την επιθυμίαν και θέλουν να γίνουν ευτυχείς, είδομεν δε ότι διά να γίνωμεν τοιούτοι πρέπει να μεταχειριζώμεθα τα πράγματα, και μάλιστα να τα μεταχειριζόμεθα ορθώς, και ότι την ορθήν αυτών χρήσιν και την επιτυχίαν επομένως μας την παρέχει η επιστήμη, πρέπει λοιπόν κάθε άνθρωπος εκ παντός τρόπου και με όλας του τας δυνάμεις να επιδιώκη πώς να γίνη όσον το δυνατόν σοφώτερος; ή όχι; Μάλιστα. 3",3,1
"Τώρα λοιπόν η ψυχή ευρίσκεται εις βρασμόν και ανακίνησιν και πάσχει όταν άρχεται να πτεροφυή το ίδιον πάθος ακριβώς με τον γαργαλισμόν και τον αλγεινόν ερεθισμόν των ούλων, τον οποίον αισθάνονται τα βρέφη τα μόλις βγάζοντα οδόντας· βράζει λοιπόν και ερεθίζεται με πόνον και γαργαλίζεται η ψυχή καθ ην στιγμήν φύονται τα πτερά της. Όταν μεν λοιπόν η ψυχή βλέπουσα προς το κάλλος του παιδός δέχεται εκείθεν εκπεμπόμενα και απορρέοντα μόρια μέρη, τα οποία ακριβώς εκλήθησαν ένεκα τούτου ίμερος ιέμενα μέρη, τότε τρέφεται και θερμαίνεται, ησυχάζει από την οδύνην και χαίρει· όταν δε αποχωρισθή από τον αγαπώμενον στενοχωρία τον καταλαμβάνει, οι πόροι διά των οποίων το πτερόν εκφύεται διά της ξηράνσεως κλείνουσι και εμποδίζουσι την βλάστησιν του πτερού, αποκλεισμένη δ εντός μετά του ιμέρου η ψυχή πηδά καθώς αι πάλλουσαι αρτηρίαι, κεντά το μέρος όλων των φυσικών της διεξόδων, ώστε καθ όλον τον κύκλον της γίνεται έκφρων και υποφέρει, εν ώ εξ άλλου η ανάμνησις του καλού την γεμίζει χαράν. Μετέχουσα δε των δύο τούτων αισθημάτων και αδημονεί διά τον παράδοξον χαρακτήρα του πάθους, και μη δυναμένη να το εξηγήση λυσσά και πλήρης μανίας δεν δύναται να ησυχάση όπου διαμένει ούτε την νύκτα ούτε εν καιρώ ημέρας, αλλά τρέχει με πόθον όπου ήθελε νομίσει ότι θα ίδη τον έχοντα κάλλος· άμα δε τον ίδη και μεταφέρη ως δι οχετού εντός της ίμερον, ανοίγει μεν τους τότε συμπεφραγμένους πόρους, λαβούσα δε αναπνοήν παύει από του να κεντάται και να υποφέρη, και καρπούται πάλιν κατά τας στιγμάς ταύτας την γλυκυτάτην αυτήν ηδονήν. Όθεν ποτέ με την θελησίν της η ψυχή δεν αποχωρίζεται από τον αγαπώμενον ωραίον, ουδέ θεωρεί άλλον τινά πολυτιμότερον από αυτόν, αλλά λησμονεί και μητέρας και αδελφάς και φίλους και δεν λογαριάζει την χανομένην ένεκεν αμελείας περιουσίαν, τα δε νόμιμα και κόσμια ήθη, διά τα οποία άλλοτε εσεμνύνετο, τα καταφρονεί όλα, ετοίμη να είναι δούλη και να κοιμάται εις όποιον μέρος, πλησιέστατα του πόθου της, της επέτρεπον· διότι εκτός του ότι λατρεύει τον έχοντα το κάλλος, αλλά και ευρίσκει αυτόν μόνον ως ιατρόν του ανυποφόρου πόνου της. Τούτο δε το πάθος, μάθε, συ ωραίο παιδί, προς το οποίον απευθύνω τον λόγον μου, οι μεν άνθρωποι το καλούσιν Έρωτα, οι δε θεοί το καλούσι με τόσον παράδοξον όνομα, ώστε ευλόγως θα γελάσης, εάν το ακούσης. Ομηρίδαι τινές , νομίζω, διηγούνται δύο στίχους εκ των αναφερομένων εις τον Έρωτα μυστικών επών, εκ των οποίων ο είς είναι πάρα πολύ υβριστικός και δεν είναι πολύ τέλειος εις το μέτρον εξυμνούσι δε ως εξής· 3",3,1
"Τώρα λοιπόν, καλέ μου φίλε, νομίζω ότι έχομεν πραγματευθή τελείως και κατά βάθος το μέρος της μουσικής εκπαιδεύσεως, το οποίον αφορά τους λόγους και τους μύθους· διότι έχομεν καθορίση και τι πρέπει να λέγωνται και πώς να λέγωνται. 2",3,1
"Τώρα μου χρειάζονται δύο τέτοια χαρτάκια που να είνε απαράλλακτα. Στάσου, στάσου! αναζητεί εντός του γραφείου του, Τα, τα, τα. Χρεωστικαί αποδείξεις! Καλείτερα δεν ειμπορεί να γείνη! θέτει αυτάς την μίαν επί της άλλης και δια ψαλλίδος τας κόπτει καταμεσής. Περίφημα! τραγουδεί εκ του Μαγευμένου Βέλους. 2",3,1
"Τώρα στη συνείδηση των δυο φίλων κανένα δεν εύρισκεν έλεος ο σοφός διπλωμάτης. Όλες τις καταστροφές, τ ατυχήματα όσα υπόφερεν ο τόπος τους κατά τον πικρόν αγώνα, η μισητή εκείνη και απάνθρωπη ψυχή τα είχε φέρει όλα. Δεν ελογάριαζαν πως ήταν νεκρός, πως ανήκει σε περασμένη γενεά, πως είχε γίνει σκόνη μέσα στον τάφον του. Επίστευαν πως τον είχαν μπροστά τους, πως τον έβλεπαν σύψυχον, πως τους άκουε κι ήθελαν να τον πικράνουν, να τον βασανίσουν, να τον ιδούν να κλάψη για να χαροκοπήσουν. 2",3,1
"Τώρα τα μάγια μου είν όλα χαλασμένα, και δεν έχω παρά τη δική μου δύναμη, και αυτή είναι ολίγη. Τώρα είναι βέβαιο ότι στην εξουσία σας στέκεται να με περιορίσετε εδώ ή να με στείλετε στη Νεάπολη. Αφού εξανάλαβα τη δουκαρχία μου, και εσυγχώρεσα τον επίβουλο, ας μη με κλείση εις τούτο το γυμνό νησάκι η μαγεία σας· αλλά λύστε με με τα καλά σας χέρια. Μία καλοπροαίρετη πνοή σας πρέπει να φουσκώση τα πανιά μου, διαφορετικά ο σκοπός μου χάνεται, και αυτός ήτουν, ν αρέσω. Τώρα μου λείπουν πνεύματα να προστάζω, τέχνη να μαγεύω, και το τέλος μου είναι η απελπισία, αν δεν με σώσ η Δέησις, πώχει άρματα τόσο δυνατά, ώστε πολιορκεί, και στενεύει το θείον Έλεος και από κάθε πταίσμα μας λυεί. Έτσι και σας να σας αφεθούν η αμαρτίες σας, ευχαριστηθήτε να μ ελευθερώσετε. 2",2,1
"Τώρα το ξαναδιάβασα κι ό,τι είναι κει γραμένο μου φαίνεται σα να γράφηκε δω και πολύν καιρό. Μόλις μπορώ να πιστέψω πως δεν περάσανε από τότε ούτε δυο χρόνια. Μα εκεί που το διαβάζω τώρα, ζωντανεύουν όλα όσα γίνανε κ αιστάνουμαι πάλι τα μαρτύρια της φοβερής αυταπάτης, που με συντηρούσε τότε. 2",2,1
"Τώρα, έφκολο είναι να λες πως, άμα τέλιωσε η Επανάσταση, όταν πες τα πάντα μέσα στο νιο το Κράτος και στην Κοινωνία είτανε να ξαναχτιστούν, πως παρουσιάστηκε αμέσως τότες κατάλληλη στιγμή προς σκόπιμο ξαναταιριασμό λαϊκιάς και γραφτής γλώσσας. Ως τότες ολόκληρους αιώνες, εξόν τον κλήρο, μόλις έβρισκες μια περιορισμένη χουφτίτσα διαβασμένους που αληθινά ήξεραν τη γραφτή και την όριζαν. Αντιπρόσωπος τίποτα λογοτεχνιάς της προκοπής ή λαοπαιδείας θρεμένης από τέτια λογοτεχνιά το γλωσσικό αφτό είδος δεν είταν· και αφού μήτε σήμαινε ως καθημερνή λαλιά των γραμματισμένων, μπορούσε τότες η Κυρά Καθαρέβουσα έτσι τη λεν τη γραφτή τους οι Έλληνες με θάρρος να ξερριζωθεί. Το έθνος κάτεχε πολύτιμη δημοτικιά ποίηση, τραγούδια που και στη Δύση τα πρόσεξαν^ να, κι ο ίδιος ο Γαίτες τους έδειξε ζωηρή συμπάθεια μεταφράζοντας κάμποσά τους γερμανικά. Η γλώσσα τους είταν κι είναι κάπως μεσιανή, είδος που έφκολα μορφώνεται με το ταξίδι των τραγουδιών από τόπο σε τόπο. Εδώ λοιπόν βρισκότανε πρόχειρο φυσικό θέμελο Νεοελληνικιάς γραφτής, αφού δα μάλιστα προς λεξικό πλουτισμό και μέρος προς συνταχτικό ψιλοδούλεμά της μπορούσανε να χρησιμεφτούν αρκετά στοιχεία της παλιάς γραφτής. Το να μην έγινε τότες τέτιο ξανάχτισμα δεν είναι παρά φυσικό. Ο κόσμος μέσα κι όξω βούηζε αρχαία Ελλάδα. Καρτερούσε από τους Έλληνες και το καινούργιο τους βασίλειο έναν οργασμό όπως γρικήσανε οι προγόνοι τους αμέσως μόλις τέλιωσαν οι Περσικοί πόλεμοι. Όχι η δημοτική όμως, παρά η πατροπαράδοτη γραφτή τους φάνηκε τότες των Ελλήνων πιο άμεσα πώς έδενε τα τωρινά με τα ξακουστά περασμένα, η γραφτή εκείνη που είτανε δα κιόλας διάλεχτος της Καινής Διαθήκης. Πώς ν απαιτούσες τότες θυσία τέτιου κληρονομικού θησαβρού; Έπειτα μην ξεχνούμε και τούτο. Ως προς τη γλωσσικιά ιστορία, μάλιστα με τι τρόπο στέκουνε μεταξύ τους λαϊκιά και γραφτή γλώσσα, βασίλεβαν τότες και στους πολιτισμένους ακόμα λαούς ιδέες σύθολες και μπερδεμένες. Ζητάς πάρα πολλά, αν απαιτείς πως έπρεπε από τότες οι Έλληνες να ωφεληθούν τα μαθήματα τα πορίσιμα από των άλλων λαών τη γλωσσικιά και λογοτεχνικιά ιστορία. 2",2,1
"Τώρα, τώρα, ναι, τώρα πρέπει να κάμω ένα γράμμα της Λύδοτσκας, να το έχω έτοιμον. Ο καιρός επείγει· εις έργον! κάθηται και άρχεται γράφων παρά το γραφείον. 2",3,1
"Τὰ ὑποκείμενα πρὸς τὸν βίον ἡμῖν, οἷον τὸ σῶμα καὶ τὰ περὶ τὸ σῶμα, καθάπερ ὄργανά τινα ὑπόκειται, τούτων δ’ ἐπικίνδυνός ἐστιν ἡ χρῆσις, καὶ πλέον θάτερον ἀπεργάζεται τοῖς μὴ δεόντως αὐτοῖς χρωμένοις.",0,0
"Τέταρτον εὐγνώμονα καὶ δυνατὸν εἰπεῖν· καλὸν γὰρ τὴν μὲν διάνοιαν προαιρεῖσθαι τὰ βέλτιστα, τὴν δὲ παιδείαν τὴν τοῦ ῥήτορος καὶ τὸν λόγον πείθειν τοὺς ἀκούοντας· εἰ δὲ μή, τήν γ’ εὐγνωμοσύνην ἀεὶ προτακτέον τοῦ λόγου.",0,0
"Τὴν μὲν οὖν παρασκευὴν καὶ τὴν προθυμίαν τῶν ἐχθρῶν ὁρᾶτε, καὶ οὐδὲν δεῖ περὶ τούτων λέγειν· τὴν δ’ ἐμὴν ἀπειρίαν πάντες ἴσασιν, ὅσοι ἐμὲ γιγνώσκουσιν. Αἰτήσομαι οὖν ὑμᾶς δίκαια καὶ ῥᾴδια χαρίσασθαι, ἄνευ ὀργῆς καὶ ἡμῶν ἀκοῦσαι, ὥσπερ καὶ τῶν κατηγόρων. Ἀνάγκη γὰρ τὸν ἀπολογούμενον, κἂν ἐξ ἴσου ἀκροᾶσθε, ἔλαττον ἔχειν.",0,0
