text,mask,Classified
Επιτρέψτε μου να πω στο Σώμα ότι έχουμε εμπιστοσύνη στον Πρόεδρο της Επιτροπής και στην Επιτροπή .,1,Καθαρεύουσα
"Ορισμένοι από εσάς , όπως ο κ . Watson , αναφέρθηκαν σε αυτό το ενδεχόμενο .",1,Καθαρεύουσα
"Το άρθρο 16 της συμφωνίας ορίζει τις θεμελιώδεις αρχές σχετικά με αυτές τις ομάδες εμπειρογνωμόνων , όπως την ανάγκη για διαφάνεια όσον αφορά τα μέλη και τις δραστηριότητές τους και την ανάγκη ενημέρωσης και δημοσιοποίησης αυτών των καταλόγων .",1,ΚΝΕ
"Ο συνάδελφός μου , κ . Březina , και εγώ συναντηθήκαμε με το Συμβούλιο και την Επιτροπή επανειλημμένα και τώρα έχουμε συμφωνήσει με το Συμβούλιο για μια συμφωνία σε πρώτη ανάγνωση που θα περιλαμβάνει μια αύξηση του προϋπολογισμού κατά 7 εκατομμύρια ευρώ αντί των 9,5 εκατομμυρίων ευρώ που πρότεινα αρχικά .",1,Καθαρεύουσα
"Δεν πρέπει ποτέ να παραλείπουμε να κάνουμε ένα σαφή διαχωρισμό μεταξύ του πιστού συμμάχου που διαδραμάτισε σπουδαίο ρόλο στην απελευθέρωση του μεγαλύτερου μέρους της Ευρώπης , και που εκπλήρωσε τις υποχρεώσεις του έναντι των άλλων συμμάχων του στην Ασία πριν από 60 χρόνια , και της χώρας που μας επιτέθηκε .",1,Καθαρεύουσα
"Μελλοντικά , τα προγράμματα θα συγκεντρώνονται στο πρόγραμμα για την ανταγωνιστικότητα και την καινοτομία .",1,Καθαρεύουσα
Γραπτές δηλώσεις που καταπίπτουν : βλ .,0,---
Προσωπικά ελπίζω ότι θα ψηφίσουμε για τη διατήρηση του άρθρου 4 .,0,---
"Για το ζήτημα των « άλλων ουσιών » προτείνω να τους δοθεί ορισμός , διότι οι βιταμίνες και τα μέταλλα , των οποίων επιτρέπεται η προσθήκη για λόγους εμπλουτισμού , είναι καταχωρημένα και ως εκ τούτου ορίζονται στα παραρτήματα Ι και ΙΙ .",1,Καθαρεύουσα
"Αυτό είναι το κύριο μέλημά μας , όπως ήταν και κατά τη Διακυβερνητική Διάσκεψη , και θα είναι όσον αφορά την συγκεκριμένη υλοποίησή του .",1,Καθαρεύουσα
"Τελευταίο ζήτημα , κύριε Πρόεδρε : εσείς είπατε ότι η Ευρωπαϊκή Ένωση δεν είναι έτοιμη να οργανώσει την προσχώρηση νέων χωρών .",1,Καθαρεύουσα
Δεν θέλω να κουράσω ούτε εσάς ούτε εμάς με οριακές τιμές .,0,---
Μια προτεινόμενη νομική βάση μπορεί να αλλάξει μόνο σε περίπτωση που οι 15 χώρες συμφωνήσουν .,1,ΚΝΕ
Αυτό είναι που πρέπει και είναι δυνατόν να αποδειχθεί .,0,---
Κατόπιν θα αρχίσει μία συζήτηση στην Ένωση και στα κράτη μέλη .,0,---
"Οι λαοί , δυστυχώς , πληρώνουν πάντα τις απερισκεψίες των κυβερνώντων τους και την τρέλα των ιδεολογιών .",1,Καθαρεύουσα
"Ξέρουμε ότι σύμφωνα με τη συνθήκη , ο κύριος στόχος πρέπει να είναι η σταθερότητα των τιμών , όμως ξέρουμε επίσης , σύμφωνα πάντα με τη συνθήκη , ότι η Κεντρική Τράπεζα οφείλει να στηρίζει τις γενικές οικονομικές πολιτικές της Κοινότητας .",1,Καθαρεύουσα
Με εντυπωσίασε έντονα η παρουσίασή του καθώς και η ορθή ανάλυση του προβλήματος που έκανε .,1,Καθαρεύουσα
"Τότε , η Ευρωπαϊκή Κεντρική Τράπεζα δεν θα έχει τα χρήματα για να σώσει τους κερδοσκόπους .",1,Καθαρεύουσα
"Θα μπορούσε να διασαφηνίσει τις προτιμήσεις του στον τομέα αυτό , ιδιαίτερα καθώς η χθεσινή έκθεση των Financial Times σχετικά με την αβεβαιότητα των στατιστικών στοιχείων για τα νομισματικά μεγέθη γεννά αμφιβολίες ως προς το κατά πόσον πρέπει να ανησυχούμε για τη ραγδαία αύξησή τους .",1,Καθαρεύουσα
"Αυτός ο τρόπος δράσης συμφωνεί και με την άποψη του εισηγητή , κ . Lange .",1,Καθαρεύουσα
"Το να επικρίνει κανείς την Επιτροπή μπορεί σε μερικές άλλες περιπτώσεις να είναι απόλυτα σωστό , αλλά στην προκείμενη περίπτωση είναι δυστυχώς απόλυτα λανθασμένο .",1,Καθαρεύουσα
Τέτοια μέρη βρίσκονται στη Φινλανδία και στη Χερσόνησο Κόλα της Ρωσίας .,0,---
"Θέλω να δεσμευτώ εδώ -ενώπιον της Ολομέλειας- για την εκπόνηση μιας μελέτης , γιατί επιπλέον είναι κατά τη γνώμη μου μια αίτηση πολύ δίκαιη , στην οποία πρέπει να ανταποκριθούμε θετικά .",1,Καθαρεύουσα
"Συνεπώς είμαστε της άποψης ότι κάτι πρέπει να γίνει και στην ίδια την ΕΕ και με λυπεί κάπως ότι στο σημείο αυτό έχει σημειωθεί μάλιστα και κάποια οπισθοδρόμηση , επειδή η θέση στον προϋπολογισμό για την ενίσχυση των μειονοτικών γλωσσών έπεσε θύμα της πασίγνωστης δικαστικής απόφασης .",1,Καθαρεύουσα
"Κατ αρχάς , ακόμη και αν έχει ήδη λεχθεί , θα ήθελα να προσθέσω ότι η εν λόγω οδηγία έχει μεγάλη διαφάνεια , από την οποία μάλιστα προκύπτει και μεγάλο όφελος .",1,Καθαρεύουσα
Αυτό θα ισχύει τόσο για τον αντιπρόσωπο του ασφαλιστή στην χώρα του θύματος όσο και για τον ίδιο τον ασφαλιστή .,1,Καθαρεύουσα
"( DE ) Κύριε Πρόεδρε , ψήφισα υπέρ της έκθεσης αυτής και θα ήθελα να συγχαρώ τον κ . Mikolášik για το εξαιρετικό έργο που επιτέλεσε .",1,Καθαρεύουσα
"Πρόκειται για μία ιστορική στιγμή , κυρία Πρόεδρε και κύριε επίτροπε .",0,---
Θα ψηφίσω υπέρ της έγκρισης της ουσίας αυτής μόνο αν επιβάλουμε μια σαφή απαίτηση επισήμανσης .,1,Καθαρεύουσα
( LT ) Ψήφισα και εγώ υπέρ του σημαντικού αυτού εγγράφου σχετικά με τις προδιαγραφές ποιότητας και ασφάλειας των ανθρωπίνων οργάνων που προορίζονται για μεταμόσχευση .,1,Καθαρεύουσα
Οι ποινές πρέπει να είναι ιδιαίτερα αυστηρές για τους επαγγελματίες της υγείας ή τις ασφαλιστικές εταιρείες .,1,Καθαρεύουσα
Κατορθώσαμε να ξεκινήσουμε διάλογο με τη μεταβατική κυβέρνηση σχετικά με τις ανάγκες της χώρας και την πιθανή ανταπόκριση της Ευρωπαϊκής Ένωσης .,1,Καθαρεύουσα
"Επιπλέον , υπάρχουν μεγάλες διαφορές μεταξύ των κρατών μελών όσον αφορά τα ποσοστά δωρεάς οργάνων νεκρών και , προς το παρόν , δεν υπάρχει ούτε βάση δεδομένων που να καλύπτει το σύνολο της Ευρωπαϊκής Ένωσης και να περιέχει πληροφορίες σχετικά με τα όργανα που προορίζονται για δωρεά και μεταμόσχευση ή σχετικά με ζώντες ή νεκρούς δωρητές , ούτε σύστημα πιστοποίησης που να αποδεικνύει ότι τα ανθρώπινα όργανα και οι ιστοί έχουν αποκτηθεί νόμιμα .",1,Καθαρεύουσα
"Ωστόσο πώς μπορεί να εφαρμοστεί αυτή η νέα νομοθεσία αν τα κυριότερα κράτη που έχουν διαπράξει εγκλήματα επίθεσης από την έναρξη ισχύος του Καταστατικού της Ρώμης το 2002 ( οι "" νωμένες Πολιτείες και το Ισραήλ ) δεν υποχρεωθούν να την επικυρώσουν ;",1,Καθαρεύουσα
Το Διεθνές Ποινικό Δικαστήριο θα μπορούσε να αποτελέσει χρήσιμο εργαλείο στον τομέα αυτόν .,0,---
Έχουν υποβληθεί προτάσεις .,0,---
"Αυτό σημαίνει άρση του στρατιωτικού νόμου και συμμετοχή όλων των δημοκρατικών δυνάμεων στα μέτρα τα οποία τώρα λαμβάνονται . "" κατάρτιση νέου συντάγματος θα είναι η πρώτη σημαντική δοκιμασία σε αυτό το πλαίσιο .",1,ΚΝΕ
"Θεωρώ θετικό να δοκιμάζουμε νέους τρόπους και θα ήθελα να πω ότι εμείς , στην Ομάδα "" Συμμαχία των Δημοκρατών και των Φιλελευθέρωv για την Ευρώπη "" , υποστηρίζουμε ολόψυχα αυτόν τον προϋπολογισμό και τη λύση που βρέθηκε για το πρόγραμμα επισιτιστικής βοήθειας , το ένα δισεκατομμύριο που συγκεντρώθηκε για την παραγωγή περισσότερων τροφίμων στις αναπτυσσόμενες χώρες .",1,Καθαρεύουσα
"Όλοι αιφνιδιάστηκαν από τις αναταραχές , και δεν φαίνεται να είχε προβλεφθεί κανένα σχέδιο έκτακτης ανάγκης για ανάλογη κατάσταση , η οποία δεν είναι γεωγραφικά περιορισμένη , αλλά , αντιθέτως , εκτεταμένη . "" κοινωνικοπολιτική βάση που προκαλεί τις αλλαγές στον αραβικό κόσμο δεν διαφέρει μεταξύ των χωρών αυτών που βρίσκονται σήμερα σε μεταβατικό στάδιο προς μια κατάσταση η οποία θα αποτελέσει , αισιοδοξούμε , ένα δημοκρατικό περιβάλλον .",1,Καθαρεύουσα
"Όχι μόνο πάνω από τα δύο τρίτα των χρημάτων δαπανώνται σε πράγματα στα οποία δεν θα έπρεπε να εμπλεκόμαστε ως Κοινοβούλιο , αλλά χρησιμοποιούνται και για εντελώς λάθος σκοπούς .",1,Καθαρεύουσα
"Αυτός είναι μάλιστα και ο λόγος για τον οποίο το Κοινοβούλιο εμμένει στην εισαγωγή ξεχωριστής γραμμής του προϋπολογισμού για τη "" Small Business Act "" ( Πράξη για τις Μικρές Επιχειρήσεις ) και , ιδίως , μια γραμμή για την κλιματική αλλαγή .",1,Καθαρεύουσα
"Αναμένεται να υπάρξει ένας αδίστακτος αγώνας δρόμου - μία τρέλα μεγέθους παρόμοιου με τον πυρετό χρυσοθηρίας του 19ου αιώνα . """,1,Καθαρεύουσα
"Αυτό είναι ακριβώς εκείνο που είχαν προβλέψει επιστήμονες που γνώριζαν ότι η προηγούμενη συρρίκνωση του θερινού πάγου , η οποία είχε λανθασμένα χρησιμοποιηθεί ως αποδεικτικό στοιχείο της αύξησης της θερμοκρασίας του πλανήτη , δεν ήταν στην πραγματικότητα παρά απεικόνιση ενός αιωνόβιου φυσικού κύκλου προόδου , υποχώρησης και εκ νέου προόδου .",1,Καθαρεύουσα
"Ωστόσο , προτού αποφασίσουμε σχετικά με την κοινή πολιτική της ΕΕ όσον αφορά την Αρκτική , πρέπει να δαπανήσουμε περισσότερο χρόνο αξιολογώντας την ισχύουσα κατάσταση για το οικοσύστημα της Αρκτικής , διότι διαφορετικά θα είναι δύσκολο να λάβουμε κατάλληλα μέτρα .",1,Καθαρεύουσα
"Ορισμένες χώρες βγαίνουν από την ύφεση αλλά , δυστυχώς , γίνεται βαθύτερη σε άλλες χώρες για κάποιον λόγο .",1,Καθαρεύουσα
"Αυτές οι ακροάσεις θα πραγματοποιούνται στο Ευρωπαϊκό Κοινοβούλιο , παρουσία του Κοινοβουλίου και της Επιτροπής .",1,Καθαρεύουσα
"Οι εμπειρογνώμονες στον τομέα του περιβάλλοντος ισχυρίζονται ότι , μετά τη βιομηχανία , η επόμενη σημαντικότερη αιτία επιβάρυνσης του κλίματος και η επόμενη μεγαλύτερη πηγή εκπομπών είναι όλες οι πρωτόγονες εστίες και φούρνοι που βρίσκονται σε καλύβες και παραπήγματα σε όλη την Αφρική , την Ασία και τη Νότια Αμερική .",1,Καθαρεύουσα
"Αποφέρει αποτελέσματα κυρίως στην επίτευξη των στόχων της Χιλιετίας που όρισαν τα "" νωμένα Έθνη το 2000 .",1,Καθαρεύουσα
"Οι όροι αυτοί είναι απαραίτητοι για την ανάπτυξη νέων εμπορικών εφαρμογών εγκαινιάζοντας μια θαυμάσια ευκαιρία για τις ΜΜΕ μας , με τεράστιες περιβαλλοντικές και κοινωνικές δυνατότητες . "" πλοήγηση για τους τυφλούς , ο σχεδιασμός της πιο προσβάσιμης πορείας για τα άτομα με κινητικές δυσκολίες , η βοήθεια σε όσους πάσχουν από τη νόσο Alzheimer ή ο ταχύς εντοπισμός των ανθρώπων σε καταστάσεις έκτακτης ανάγκης αποτελούν όλα παραδείγματα των εφαρμογών που προσανατολίζονται στη βελτίωση του τρόπου ζωής .",1,ΚΝΕ
Πρόκειται για μεγάλα ζητήματα που μας απασχολούν και που έθιξαν όλοι οι συνάδελφοι εδώ .,1,Καθαρεύουσα
"Κυρία Reding , η CNIL διεξήγαγε έρευνες αναζητώντας διάφορες δυσάρεστες λέξεις-κλειδιά όπως τσιγγάνοι , αθίγαννοι , Ρομά και δεν βρήκε κανένα αποδεικτικό στοιχείο ότι η Αστυνομία διατηρεί τέτοιου είδους αρχεία .",1,Καθαρεύουσα
Αυτή είναι η τρέχουσα κατάσταση των Ρομά στη Γαλλία .,0,---
Προέρχομαι από μια χώρα με 000 πολίτες .,0,---
"Επομένως , ελπίζω ότι οι τρέχουσες δραστηριότητες θα συνεχιστούν -πιστεύω ότι θα επιδοκιμαστούν γιατί δεν θα πρέπει να ανεχόμαστε αυτού του είδους τις διακρίσεις .",1,Καθαρεύουσα
Η επιτροπή μας θα πρέπει να εξετάσει κατ αντιπαράσταση κάθε έναν από τους Επιτρόπους σχετικά με τις προτάσεις που ανήκουν στο τομέα της αρμοδιότητάς τους .,1,Καθαρεύουσα
"Εν προκειμένω υπάρχουν δύο πτυχές , η γεωγραφική και η ουσιαστική .",0,---
Έκτοτε η παγκόσμια οικονομική κατάσταση έχει αλλάξει ριζικά .,0,---
"Πριν από μερικούς μήνες , ενώπιον του Ευρωπαϊκού Συμβουλίου της Λισαβόνας , η πρόεδρός μας κ . Fontaine εξέφραζε την ανησυχία της , και παραθέτω : "" για τις καταστροφικές επιπτώσεις στην κοινωνική συνοχή "" ορισμένων συγχωνεύσεων ή αναδιαρθρώσεων .",1,Καθαρεύουσα
"Το λέω αυτό , για παράδειγμα , σχετικά με την Volkswagen στη Γερμανία .",0,---
"Και , σα να μην έφτανε αυτό , στερείτε από τα κράτη μέλη το δικαίωμα να αποφασίζουν ποιο και πόσο εργατικό δυναμικό χρειάζεται στην Ευρώπη .",1,Καθαρεύουσα
"Υπάρχει μια απαράδεκτη αντίφαση μεταξύ της προτεραιότητας στην απασχόληση , που προβάλλουν το Συμβούλιο και η Επιτροπή , και των μαζικών απολύσεων στις οποίες προβαίνουν οι μεγάλες επιχειρήσεις , οι οποίες , συγχρόνως , πραγματοποιούν αμύθητα κέρδη .",1,Καθαρεύουσα
Η Επιτροπή εκτιμά τις προσπάθειες που έγιναν από τον εισηγητή σχετικά με την ιδιωτική αντιγραφή και από την Επιτροπή Νομικών Θεμάτων που ψήφισε να μην τροποποιηθεί η εξαίρεση για το τεχνικό αντίγραφο .,1,Καθαρεύουσα
"Οι δικαιούχοι είναι φυσικό να λαμβάνουν ως αντάλλαγμα μια δίκαιη αποζημίωση , καθώς τα πάντα είναι θέμα ισορροπίας .",1,Καθαρεύουσα
"Δεν θα πω ή δεν θα πράξω τίποτα σε κανένα σημείο που θα μπορούσε να έχει ως αποτέλεσμα καταχρηστικές και αδικαιολόγητες κατηγορίες κατά της Επιτροπής , της Ευρωπαϊκής Ένωσης και των χρημάτων των φορολογούμενων , όταν υπάρχουν άλλοι τρόποι να εξασφαλίσουμε ότι τηρείται το δίκαιο στο μέτρο που αφορά τα άτομα .",1,Καθαρεύουσα
Διασαφηνίζει τα πράγματα .,0,---
Η έκθεση της ομάδας αυτής θα είναι έτοιμη σε χρόνο λίγων εβδομάδων .,0,---
"Όσο περισσότερο διαβάζω σχετικά με αυτή τη διαδικασία , τόσα περισσότερα ερωτηματικά μου γεννώνται .",1,Καθαρεύουσα
"Γνώριζαν λοιπόν το περιεχόμενο της επιστολής , και το θεώρησαν ως απειλή .",0,---
"Βρισκόμαστε επομένως στο σημείο - σχετικά με το γραμμικό σύστημα σταδιοδρομίας , τη συστηματική αξιολόγηση και ένα πλήθος συμπληρωματικών δραστηριοτήτων - να κάνουμε επίσημες προτάσεις και να ξεκινήσουμε τις αναλυτικές διαβουλεύσεις σχετικά με αυτές .",1,Καθαρεύουσα
Φορώ αδιάβροχο κουστούμι για προστασία από τις τομάτες σε περίπτωση που σκεπτόσαστε να κάνετε κάτι .,1,Δημοτική
Δεν αναφέρονται στις τελευταίες εξελίξεις της τεχνολογίας λεωφορείων .,0,---
Πολλοί ομιλητές μίλησαν για το πρόβλημα της απαγόρευσης .,0,---
Μπορώ να δεχθώ την τροπολογία αρ .,0,---
"4 στην αιτιολογική σκέψη 14 , η οποία είναι μια τεχνική διόρθωση του κειμένου της πρότασης .",1,ΚΝΕ
51 έχει εν μέρει παρόμοιους στόχους με την τροπολογία αρ .,0,---
9 που υποβλήθηκε αργότερα από την Ομάδα του ΕΛΚ .,0,---
"Εν συντομία , συμμερίζομαι σε πολύ μεγάλο βαθμό τα συμπεράσματα που διατυπώνονται στο ψήφισμα που εξετάζουμε σήμερα .",1,Καθαρεύουσα
Πρέπει να θεσπιστεί έλεγχος της τάξεως του 50 % .,0,---
Με αυτόν τον τρόπο επιδιώκεται η μείωση της συνολικής διάρκειας μιας συνδυασμένης διαδρομής .,0,---
Η ΟΝΕ οδηγεί σε « περισσότερη Ένωση » .,0,---
"Θα εξακολουθήσουμε να υποστηρίζουμε όλες τις προσπάθειες που αποβλέπουν σε μια ειρηνική επίλυση της διαμάχης , και κυρίως τις προσπάθειες και τις προτάσεις του ΟΑΕ .",1,Καθαρεύουσα
"Όσον αφορά τις παρατηρήσεις για το Συμβούλιο , συμμερίζομαι τις ανησυχίες του εισηγητή και δεν μπορώ να αγνοήσω τις επιπτώσεις μιας διεύρυνσης χωρίς ολοκληρωτική επανεξέταση της σημερινής διαδικασίας λήψης αποφάσεων .",1,Καθαρεύουσα
Μόνον έτσι θα μπορέσουν να επιβιώσουν στον παγκόσμιο ανταγωνισμό .,0,---
"Κυρία Πρόεδρε , ανέκαθεν υποστήριζα ότι η Ευρωπαϊκή Ένωση πρέπει πρώτα να τακτοποιήσει τα του οίκου της και μετά να δώσει μαθήματα ανθρωπίνων δικαιωμάτων σε όλον τον κόσμο .",1,Καθαρεύουσα
"Καθώς πρόκειται για ευαίσθητο ζήτημα , δεν ήταν δυνατόν να αναβληθεί για τον Απρίλιο .",1,Καθαρεύουσα
Αντιπροσωπεύουν τα αποτελέσματα ενός ανεπίσημου τριμερούς διαλόγου ο οποίος έλαβε χώρα στις Βρυξέλλες τις τελευταίες ημέρες και εβδομάδες και ισοδυναμούν με έναν σημαντικό όγκο εργασίας όπου συνεισφέραμε εγώ και οι άλλοι εισηγητές για το θέμα των υδάτων .,1,Καθαρεύουσα
Έκθεση Quisthoudt-Rowohl ( A4-0035 / 99 ),0,---
Η έλλειψη αυτή εξαλείφθηκε πλέον .,0,---
Το Σώμα εγκρίνει το ψήφισμα νομοθετικού περιεχομένου,0,---
"Εκφράζουμε την ανεπιφύλακτη συμφωνία μας στο ότι έχει πρωταρχική σημασία η περαιτέρω εμβάθυνση των πολιτιστικών και εμπορικών σχέσεων μεταξύ των PTOM , των χωρών ΑΚΕ και των λεγόμενων υπεραπόκεντρων περιφερειών της Ευρωπαϊκής Ένωσης , όπως είναι οι Αζόρες , τα Κανάρια νησιά και η Μαδέρα .",1,Καθαρεύουσα
Πρέπει μόνο να επιδιώξουμε να μπορέσουν να επεκταθούν σε κάποιο μέτρο οι αναγκαίοι έλεγχοι και στη μακροοικονομική βοήθεια .,1,Καθαρεύουσα
"Με άλλα λόγια , θέλουν να σώσουν το σύστημα από μια κρίση που είναι εγγενής σε αυτό , αποκαθιστώντας ( προσωρινά ) την "" εμπιστοσύνη στις αγορές "" και κάνοντας ένεση δημοσίων πόρων χωρίς πραγματικές διασφαλίσεις , όπως στην περίπτωση της Πορτογαλίας , όπου μόλις έχει εκδοθεί μια πραγματικά "" λευκή επιταγή "" για ποσό ισοδύναμο με όλα τα διαρθρωτικά ταμεία που μπορεί να χρησιμοποιήσει η χώρα στο τρέχον κοινοτικό δημοσιονομικό πλαίσιο .",1,Καθαρεύουσα
"Επιπρόσθετα , σύμφωνα με το προσωρινό πλαίσιο , τα κράτη μέλη μπορούν , επίσης να επιχορηγήσουν εγγυήσεις κρατικής ενίσχυσης για δάνεια με μειωμένη καταβολή , ενίσχυση με μορφή επιδοτούμενου επιτοκίου , που εφαρμόζεται σε όλους τους τύπους δανείων , και επιδοτούμενα δάνεια για την παραγωγή οικολογικών προϊόντων συμπεριλαμβανομένης της πρώιμης προσαρμογής στις μελλοντικές κοινοτικές προδιαγραφές των προϊόντων .",1,ΚΝΕ
Το ζήτημα είναι ότι πρέπει να ανταποκριθούμε στις προκλήσεις του 21ου αιώνα .,0,---
"γραπτώς . - ( RO ) "" έκθεση για την ανάγκη το Ευρωπαϊκό Κοινοβούλιο και το Συμβούλιο να καταρτίσουν μια απόφαση υπέρ της θέσπισης ενός κοινοτικού προγράμματος για την προστασία των παιδιών από το χείμαρρο των ιστοτόπων που απεικονίζουν πορνογραφία και βία και άλλες τεχνολογίες επικοινωνίας είναι περισσότερο από ευπρόσδεκτη , παρόλο που αναμένονταν πάρα πολλά από αυτήν .",1,Καθαρεύουσα
Ο δημόσιος τομέας θα πρέπει να δώσει το παράδειγμα στον λαό της Ευρώπης όσον αφορά την προώθηση καθαρών οχημάτων .,1,Καθαρεύουσα
"Πρόκειται για μία ακόμη απαράδεκτη κατάσταση , η οποία είναι αποτέλεσμα της νέας τάσης που επικρατεί στον τομέα της ασφάλειας , η οποία διακυβεύει τα δικαιώματα , τις ελευθερίες και τις εγγυήσεις των πολιτών .",1,Καθαρεύουσα
Είμαι σύμφωνος με την έκθεση που εκπόνησε ο αξιότιμος κ.Rothley.,0,---
Παρακολούθησα την πρόταση αυτή με ενδιαφέρον και σημειώθηκε αποτυχία σε ένα μέρος της αρχικής συνδιαλλαγής .,1,Καθαρεύουσα
"Τέλος , αναφορικά με το φάσμα : δεν ήταν ανάγκη να πείσω το Κοινοβούλιο για τη σπουδαιότητα του θέματος αυτού .",1,Καθαρεύουσα
"Η τροπολογία διασφαλίζει απλώς τη σωστή πληροφόρηση και την ελεύθερη συγκατάθεση των δωρητών γενετικού υλικού , ανεξάρτητα από εθνικές διατάξεις .",1,Καθαρεύουσα
"Καθώς ο κόσμος μας παγκοσμιοποιείται , είναι κρίσιμης σημασίας οι άνθρωποι να μπορούν να επικοινωνούν ελεύθερα .",1,Καθαρεύουσα
"Ωστόσο , θα είχε ενδιαφέρον να ακούσουμε ποια είναι η θέση του Συμβουλίου -το οποίο διεξήγαγε , φυσικά , έντονες συζητήσεις για το θέμα αυτό- καθώς και των εθνικών ρυθμιστικών αρχών στο θέμα της χρηματοδότησης .",1,Καθαρεύουσα
"Το γεγονός είναι , κυρία Επίτροπε , ότι πιθανόν δεν θα μου δίνατε τα στοιχεία της πιστωτικής σας κάρτας , τον αριθμό τηλεφώνου σας και τη διεύθυνσή σας , ακόμη και αν το ζητούσα ευγενικά .",1,Καθαρεύουσα
"Όποιος υποκαθιστά την ελευθερία με ασφάλεια , δεν αξίζει ούτε την ελευθερία ούτε την ασφάλεια .",1,Καθαρεύουσα
"Θα ήθελα πρώτα να εκφράσω τη συμφωνία μου με την εισηγήτρια σχετικά με το γεγονός ότι η ευρυζωνική πρόσβαση αποτελεί μια μεγάλη πρόκληση που αντιμετωπίζουν οι κοινωνίες μας , είτε όσον αφορά την πρόσβαση στη γνώση είτε σε απαραίτητες υπηρεσίες .",1,Καθαρεύουσα
Είναι σημαντικό να εγκριθεί αυτή η έκθεση και να λάβει περισσότερο υπόψη το Συμβούλιο τις προτάσεις μας για την εξασφάλιση μεγαλύτερης συμμετοχής των ευρωπαϊκών θεσμικών οργάνων -της Επιτροπής και του Κοινοβουλίου- και για να εξασφαλισθεί η νέα διάσταση της οικονομικής και νομισματικής πολιτικής με την προσπάθεια δημοκρατικής επίβλεψης και τον κοινωνικό διάλογο και την βελτίωση και διαφάνεια των διαδικασιών .,1,Καθαρεύουσα
"Δεύτερη αντίφαση , σχετικά με τη διεύρυνση .",0,---
"Στη συνέχεια αυτής της φάσης υλοποίησης , η Επιτροπή Περιφερειακής Πολιτικής του Ευρωπαϊκού Κοινοβουλίου που ήταν ουσιαστικά αρμόδια , ανέλαβε να εκφράσει την άποψή της για την περίοδο προγραμματισμού 1994-1999 .",1,Καθαρεύουσα
"Τα ζητήματα αφορούν : τη διατήρηση της 1ης Ιανουαρίου 2002 ως ημερομηνίας κυκλοφορίας των χαρτονομισμάτων και των κερμάτων ευρώ. το κατά πόσον η παράλληλη κυκλοφορία των εθνικών νομισμάτων και του ευρώ θα διαρκέσει έξι μήνες , όπως είχε αποφασιστεί στη Σύνοδο Κορυφής της Μαδρίτης το  τη διπλή τιμολόγηση αγαθών και την ενδεχόμενη ανάγκη ευρωπαϊκής νομοθεσίας στον τομέα αυτό. τέλος , τις προμήθειες μετατροπής , τόσο των τραπεζικών λογαριασμών την περίοδο 1999-2002 όσο και των χαρτονομισμάτων / κερμάτων την περίοδο μετά την 1η Ιανουαρίου 2002 .",1,ΚΝΕ
Έχουν σοβαρούς λόγους να το πράξουν .,0,---
"Συνάδελφοι βουλευτές , σας καλώ να στηρίξετε την έκθεση του κ . Coelho η οποία θα μας επιτρέψει να αποστείλουμε στο Συμβούλιο το σαφές και ισχυρό πολιτικό μήνυμα ότι η δικαιωματική θέση της Βουλγαρίας και της Ρουμανίας είναι στον χώρο Σένγκεν ήδη από αυτό το έτος , προκειμένου να καταστούν τα εξωτερικά σύνορα ασφαλέστερα και να παρασχεθεί στους πολίτες μας μεγαλύτερη ψυχική ηρεμία .",1,Καθαρεύουσα
"Ως εκ τούτου , είμαι πεπεισμένη ότι ο θετικός ΜΣΕ θα προωθήσει μια θετική πολιτική απόφαση σχετικά και με την επέκταση του Σένγκεν .",1,Καθαρεύουσα
"Επιπλέον , η χώρα μου έχει δώσει το παράδειγμα καλής πρακτικής σε ορισμένους τομείς .",1,Καθαρεύουσα
Ελπίζω μόνο να μη σταματήσει το θέμα εκεί και να προκληθεί έτσι μια καθυστέρηση της αναθεώρησης της οδηγίας για τα πρόσθετα .,1,Καθαρεύουσα
"Γιατί , εάν αυτές βελτιστοποιηθούν , η εκ των προτέρων χρησιμοποίηση αντιβιοτικών στις ζωοτροφές δεν θα παρουσίαζε πλέον κανένα οικονομικό ενδιαφέρον .",1,Καθαρεύουσα
""" Συνθήκη της Λισαβόνας περιλαμβάνει μια νέα θεσμική ισορροπία , που αποδίδει στο Ευρωπαϊκό Κοινοβούλιο σημαντικά βελτιωμένο καθεστώς όσον αφορά τα άλλα θεσμικά όργανα . "" συμφωνία-πλαίσιο στοχεύει στη ρύθμιση των καθημερινών σχέσεων μεταξύ του Κοινοβουλίου και της Επιτροπής μέσω μιας εταιρικής σχέσης που ενισχύεται πλέον και προσαρμόζεται στις νέες πτυχές της Συνθήκης της Λισαβόνας , λαμβάνοντας ως σημείο αφετηρίας τις δεσμεύσεις που ανέλαβε ο πρόσφατα εκλεγείς Πρόεδρος της Επιτροπής , José Manuel Durão Barroso , καθώς και την πρότασή του για μια "" ειδική εταιρική σχέση μεταξύ του Ευρωπαϊκού Κοινοβουλίου και της Επιτροπής "" .",1,ΚΝΕ
